3/31/2020 22:32,b'RT @disneyplus: This song is absolute \xf0\x9f\x94\xa5 Step into *your* power and sing along to \xe2\x80\x9cShow Yourself\xe2\x80\x9d here: https://t.co/rKpw1uV5R3\n \n#Frozen2 i\xe2\x80\xa6'
,
3/31/2020 22:32,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:32,"b""Our #Frozen2 watch-a-long is now available in audio form! Hit any one of these convenient links below to have revisit the film with us. You won't be disappointed! \n\nSpotify: https://t.co/6acS2aDcR7\n\nApple Podcasts: \nhttps://t.co/xw5STHWJ9P\n\nPodbean: https://t.co/1kFPMTVKoF https://t.co/ahgHJDhkcb"""
,
3/31/2020 22:32,b'RT @disneyplus: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8d\x82 https://t.co/LaYjM1J6Rk'
,
3/31/2020 22:31,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:30,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:30,"b'Let It Go! The stress, we mean and go enter for your chance to win the #Frozen2 on Blu-ray, DVD, and digital. #Giveaway open to 1 winner, Canada Only, and ends 3/31. LAST DAY! https://t.co/czSj5buFdB https://t.co/9xJLVCAp6V'"
,
3/31/2020 22:30,"b'Let It Go! The stress, we mean and go enter for your chance to win the #Frozen2 on Blu-ray, DVD, and digital. #Giveaway open to 1 winner, Canada Only, and ends 3/31. LAST DAY! https://t.co/09IjfTdLBg https://t.co/99b0L0BYPp'"
,
3/31/2020 22:30,"b'Let It Go! The stress, we mean and go enter for your chance to win the #Frozen2 on Blu-ray, DVD, and digital. #Giveaway open to 1 winner, Canada Only, and ends 3/31. LAST DAY! https://t.co/VVeoiTjCQH https://t.co/qayqJD3n0b'"
,
3/31/2020 22:30,"b'Let It Go! The stress, we mean and go enter for your chance to win the #Frozen2 on Blu-ray, DVD, and digital. #Giveaway open to 1 winner, Canada Only, and ends 3/31. LAST DAY! https://t.co/ZP0Zf8iWTC https://t.co/2svRLjhfYL'"
,
3/31/2020 22:29,b'RT @fp3K2doHEpvL43h: #frozen\n#Frozen2 \nArtist from China https://t.co/N4jvPQWbV4'
,
3/31/2020 22:29,b'#RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/jHQUVAYzrb'
,
3/31/2020 22:28,b'RT @fp3K2doHEpvL43h: #frozen\n#Frozen2 \nArtist from China https://t.co/N4jvPQWbV4'
,
