DATE,ACCOUNT,Transcript 
2020-05-01 23:01:34,JesseCoffey15,b'Upload Cast Q&amp;A and Watch Party #UploadTV https://t.co/CYEw9Z42S8'
2020-05-01 23:01:06,tiegedp,"b'V excited to be attending a party for #UploadTV You should come, too! Right now! Come on!'"
2020-05-01 23:00:59,OMGItsYeti,"b'That time again, @RuneScape stream at https://t.co/J8fHicVvbj @PC_TazManIAm @MrClownStreamin @SGH_RTs @BlazedRTs @TwitchReTweets @TwitchTVGaming @TeamGodvek @SmallStreamersR @FearRTs @DripRT @LaZy_RTs @Mighty_RTs @Rapid__RTs #UploadTV #runescape #twitch #streaming https://t.co/USU5zzQADt'"
2020-05-01 23:00:57,DALIA,"b""Here's the #UploadTV link \nhttps://t.co/TVl4TKCfDs"""
2020-05-01 23:00:25,CKNW,"b""So, you can't go to the theatre... big deal, @theStevilDead joins @drex for What the Hell Should I Watch At Home? The lads discuss #PennyDreadful #CityofAngels #UploadTV #Betty and Much Much More!!!!!\n#TheShiftwithDrex LISTEN: https://t.co/yPGiTUHCkw"""
2020-05-01 23:00:14,Robbiu9,b'Watching #UploadTV on @PrimeVideoIN. Now digital life just one click away. Amazing series amazing concepts just loving it. Welcome to Upload \xf0\x9f\x99\x87'
2020-05-01 23:00:04,PrimeVideo,"b""Greetings friends and former lovers: there's a LIVE Q&amp;A happening right now with Greg Daniels and the cast of #UploadTV, moderated by @ConanOBrien. Sound like your kinda thing? We thought so. https://t.co/o4ZljxkOHY"""
2020-05-01 22:59:34,CherlynnLow,"b""All the tech is futuristic but you can clearly see the roots in our world today (eg: self-driving cars and 3D-printed food)\n\nThis show kinda fills the hole that The Good Place left in my heart, but -- dare I say it -- I like #UploadTV better. It's made for my tech-lovin' soul."""
2020-05-01 22:58:34,Frances__O,b'From The Office\xe2\x80\x98s Greg Daniels comes this sci-fi comedy about an app developer (The Flash\xe2\x80\x98s Robbie Amell) who after dying is uploaded to a luxurious virtual afterlife.\n\nAll 10 episodes of UPLOAD are now streaming on Amazon Prime \n\n#UploadTV https://t.co/mIJM8hMGIm'
2020-05-01 22:58:26,tiegedp,"b""Been suppppper busy eating pizza and watching reality shows but tonight, I'm finding time to join the #UploadTV watch party @ 4pm PT"""
2020-05-01 22:54:53,DALIA,"b""I'm gonna join the #UploadTV watch party starting at 4pm PT if my dog lets me get through it all"""
2020-05-01 22:54:51,Hurried_Hostess,b'I\xe2\x80\x99m getting ready to watch #UploadTV on @PrimeVideo for its premiere today. Let\xe2\x80\x99s see what all the hype is about... https://t.co/H7V8yKjcTw'
2020-05-01 22:51:50,The100Boston,b'The dating apps are certainly interesting \xf0\x9f\xa4\xa3 #UploadTV'
2020-05-01 22:49:04,bocciaman,"b""Anyone recommend the show #UploadTV on @PrimeVideo? The only reason I'm asking only because it appears to be attending."""
2020-05-01 22:48:08,AimingForADream,"b'""Something about that Great Depression vibe, like she\'d do anything for a can of soup."" #UploadTV'"
2020-05-01 22:48:03,emmajg,"b""I'm loving @UploadOnPrime so funny. Watched ep 8 but it's almost midnight so bedtime.\nHighly recommended\n@andyallo @RobbieAmell \n#UploadTV \n#Upload"""
2020-05-01 22:47:36,adene626,b'#UploadTV is really good and surprisingly suspenseful.'
2020-05-01 22:45:33,IHeartChadMM87,"b'@RobbieAmell @PrimeVideo @UploadOnPrime @andyallo @allegra_edwards @kevinbigley @zainabjohnson I already finished watched episode 1 and 2 on #UploadTV\xc2\xa0. It was good and very funny because that make me laugh so hard \xf0\x9f\x98\x82, but I will finish continue watch episode 3 on @PrimeVideo after eat my dinner time first. https://t.co/mgJjISUp1h'"
2020-05-01 22:45:08,HollywoodLife,"b'#UploadTV\'s @RobbieAmell talks Nathan &amp; Nora\'s ""beautiful"" connection, the season finale twist &amp; more. Exclusive interview: https://t.co/qMCuLfWXa6 @UploadOnPrime https://t.co/rmcZcPoApb'"
2020-05-01 22:42:23,DpFinn9,b'@StephenAmell Why are you not watching #UploadTV @RobbieAmell !?'
2020-05-01 22:42:14,ElleSansMerci,"b'Holy shit, it\xe2\x80\x99s the cigarette smoking man. WTF am I watching?? #UploadTV'"
2020-05-01 22:41:13,jb881019,b'#UploadTV @RobbieAmell into episode 2. I am digging this so far. Good job.'
2020-05-01 22:41:13,86watts,"b""@RobbieAmell I just started #UploadTV and I'm here for Oprah/Kamala 2024 haha!! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8"""
2020-05-01 22:40:51,Jakyxw,b'#UploadTV is a good ass show'
2020-05-01 22:40:32,UploadOnPrime,"b""We're almost ready to upload with @ConanOBrien, Greg Daniels, and the cast for an exclusive live interview and watch party! Enjoy the ultimate #UploadTV live experience on @PrimeVideo's Twitter starting at 4pm PST. https://t.co/54zA2mPN3A"""
2020-05-01 22:38:19,feistymexarican,b'#UploadTV was a fun ride. Very easy &amp; enjoyable to watch. Also I would protect Nora with my life! https://t.co/gPh29F6NeD'
2020-05-01 22:38:15,The100Boston,b'The urinal is a weird flex #UploadTV'
2020-05-01 22:36:56,jacobtwop,b'i love the clothes on #UploadTV so much'
2020-05-01 22:36:43,The100Boston,b'YAYAYAYAYAY!! Knew I would like Luke!! Love Kevin! #UploadTV'
2020-05-01 22:35:52,JamesMullins,"b""Just started watching #UploadTV on Amazon Prime.  So far the star of this show is this guy's jogging suit, is there a link on Amazon where I can purchase this?\n#leisurewear"""
2020-05-01 22:35:26,Gypsylotusgal,b'\xf0\x9f\x98\x8fDid you bring protection. \n\xf0\x9f\x98\x91\xf0\x9f\x93\xb8I consent to this. \n\xf0\x9f\x98\x82I cant stand #UploadTV \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f rating each other like Uber drivers \xf0\x9f\x92\x80'
2020-05-01 22:34:38,The100Boston,b'She controls his in-app purchases to feel close to him and that\xe2\x80\x99s just waaaayyyy too controlling \xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n#UploadTV'
2020-05-01 22:33:08,The100Boston,b'\xe2\x80\x9cI had ice cream for breakfast.\xe2\x80\x9d\n\n\xe2\x80\x9cDon\xe2\x80\x99t talk dirty to me.\xe2\x80\x9d\n\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 \n\n#UploadTV'
2020-05-01 22:33:08,The100Boston,b'I\xe2\x80\x99ve missed having cast interactions \xf0\x9f\xa5\xba \n\nYou love to see it #UploadTV https://t.co/Tbv01KKOCt'
2020-05-01 22:32:20,McJohnson922,b'@UploadOnPrime #UploadTV? Not today! #BoycottAmazon #MayDayStrike'
2020-05-01 22:31:58,RobbieAmell,b'Starting at 5pm pst we will be tweeting along with episodes 1 and 2 of Upload. Use #UploadTV to follow along. Just hit play at 5pm pst. \n@PrimeVideo @UploadOnPrime @andyallo @allegra_edwards @kevinbigley @zainabjohnson'
2020-05-01 22:31:39,PatrickBurgoon,b'The end of episode 4 #UploadTV #PrimeVideoMay20 #FridayFeelingMay20 #MayDay2020 https://t.co/iFVpRuLwg1'
2020-05-01 22:31:19,witchygidget,"b'""I have a hook-up at Frontier-Spirit-United. You willing to fly Economy Minus?"" #uploadtv https://t.co/QrNR2pWdPa'"
2020-05-01 22:27:25,centralnjbill,b'The town of #Commack is WAAAY out on #LongIsland in the part where the average IQ triples during the summer. \n\n#COVIDIOTS #lockdown #Idiocracy #DonaldTrump #MentalHealthAwarenessMonth #hillbilly #redneck #IBelieveBiden #IBelieveJoe #cashappinbio #UploadTV https://t.co/QDbSxVteld'
2020-05-01 22:23:09,capucine0719,b'Aleesha played by @zainabjohnson  is the funniest character in #UploadTV. I love her.'
2020-05-01 22:21:18,The100Boston,b'LMAOOOO NEVERMIND OMG #UploadTV'
2020-05-01 22:21:03,CarlosLvarez,b'Here we go. #UploadTV https://t.co/1XEZcUsMFf'
2020-05-01 22:21:01,killa_kiel,"b'Enjoying #UploadTV so far, seems kinda like a mash up of Devs and The Good Place'"
2020-05-01 22:20:56,The100Boston,b'He\xe2\x80\x99s pretty lucid for a dying man #UploadTV'
2020-05-01 22:19:01,MikeBaaden,b'Fran arguing with the robot arm is the greatest thing ever! #UploadTV'
2020-05-01 22:16:48,Moreys_maydelah,"b""Disappointed.   Watched\n#UploadTV which sets up a ton of plot points and doesn't deliver on them.   All those episodes, no answers and a cliff hanger.  Not good man, not cool."""
2020-05-01 22:15:46,chuckerstogo,b'This show is good! The Office &amp; Parks and Recreation fans check it out! \xf0\x9f\x93\xba #UploadTV'
2020-05-01 22:15:37,DpFinn9,b'Give me back my FU finger @kevinbigley ! \xf0\x9f\x98\x82\xf0\x9f\x96\x95\xf0\x9f\x8f\xbb #UploadTV @UploadOnPrime https://t.co/VHMw0v0Tui'
2020-05-01 22:12:10,The100Boston,b'\xe2\x80\x9cClassical dance\xe2\x80\x9d is apparently hip hop lmaooo #UploadTV'
2020-05-01 22:11:48,Kimmy852,b'#UploadTV yes its on today'
2020-05-01 22:10:52,540856,b'#UploadTV This show is pretty good!'
2020-05-01 22:09:55,Jetplague,"b""Drop your linen and start your grinnin', Trend Match time! Mike Tyson (um, ok...), #UploadTV, #FeelGoodFriday, Alex Jones (why...), #TeamTitan,  Bunch Of Yahoos, and now The Long Lost War by Jeff Walker! Wooo! Trend it baby!\nhttps://t.co/xM0ZMGljun https://t.co/QUBJrLHDxu"""
2020-05-01 22:09:13,light_dark255,b'Tweet von Andy Allo (@andyallo) Andy Allo (@andyallo) hat getwittert: You ready for @Uploadonprime to hit your screens Friday!??! #uploadtv \xe2\xac\x86\xef\xb8\x8f \xf0\x9f\x92\xbb\xf0\x9f\x93\xba https://t.co/bNqgTzVcnm https://t.co/pgArl7mD1S'
2020-05-01 22:08:52,Gypsylotusgal,b'\xf0\x9f\x98\xad\xf0\x9f\x98\x82I absolutely love this show (one whole episode in) #UploadTV'
2020-05-01 22:07:40,The100Boston,b'She\xe2\x80\x99s essentially playing the Sims #UploadTV'
2020-05-01 22:07:24,QueenScarlett,b'So I was just going to try one episode and now I\xe2\x80\x99m on episode 6. It\xe2\x80\x99s so good you guys. I already need MORE seasons!!! \n#@UploadOnPrime #UploadTV https://t.co/J44X8oMrTS'
2020-05-01 22:06:07,djtrickster77,b'@RobbieAmell @PrimeVideo @UploadOnPrime @andyallo @kevinbigley @zainabjohnson Hi from the UK. Just binge watched #UploadTV &amp; loved it. Very surreal and funny but had a lot of heart that kept me rooting for you &amp; Nora. Looking forward to the 2nd season!'
2020-05-01 22:05:27,ManeeshJuneja,"b'#UploadTV was so mesmerising, I finished all the episodes tonight. In fact, it was so funny to watch, my covid-19 symptoms seem to have reduced. I have more energy tonight than at anytime since symptoms began. I guess laughter is the best medicine \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd'"
2020-05-01 22:03:54,The100Boston,b'I\xe2\x80\x99m about to binge #UploadTV!! https://t.co/FKeTA4SbgP'
2020-05-01 22:03:36,LLadyScorpion,b'@UploadOnPrime @PrimeVideo #UploadTV \n\nI\xe2\x80\x99m loving this show so far ! \xf0\x9f\xa5\xb0\xf0\x9f\x98\x8d thank you for keeping us entertained! https://t.co/2cNuSluxh3'
2020-05-01 22:03:01,ChaosMoogle,b'Who\xe2\x80\x99s needs #UploadTV when you can #StayHome And Watch Cute Kittens Play Fighting #WithMe https://t.co/x5D6pjOa2T'
2020-05-01 22:02:34,verythirsty,"b""@kevinbigley @UploadOnPrime @PrimeVideo Checked! \xe2\x9c\x85 \nI would've given you six stars if I could've. But I could so I did... \n\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f #UploadTV"""
2020-05-01 22:01:39,Silvercube,b'Cigarette smoking man from the X-Files is in #UploadTV \xf0\x9f\x98\x82'
2020-05-01 22:00:48,UploadOnPrime,b'The Death Dab is how you get the buzz. \xf0\x9f\x98\x89 Enjoy these drinks from the digital afterlife at home and join us for our #UploadTV Q&amp;A and Watch Party with @PrimeVideo in one hour! https://t.co/I2nZ7yAAxM'
2020-05-01 22:00:38,blvckxpe,b'Upload is out now &amp; streaming on Amazon Prime. What an amazing pick me up &amp; binge worthy show. @PrimeVideo give us another season now! Great work from @RobbieAmell &amp; the beautiful @andyallo #UploadOnPrime #UploadTV'
2020-05-01 21:57:21,kevinbigley,"b'We\xe2\x80\x99re going LIVE on Twitter with Conan in an hour, then we\xe2\x80\x99re watching the pilot as a quarantined unit. Don\xe2\x80\x99t miss it! #UploadTV #AmazonPrime @UploadOnPrime @PrimeVideo #JubJub #ConanAtHome @TeamCoco https://t.co/k7Opsgl5V4'"
2020-05-01 21:56:29,BhJonckheere,"b'I think the least believable part of #uploadtv is that in 13 years everyone knows ""&amp;"" is called an ampersand'"
2020-05-01 21:55:17,MikeBaaden,b'Tech support!!!! \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n#UploadTV'
2020-05-01 21:55:15,Gypsylotusgal,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82I love this series #UploadTV on @PrimeVideo \xf0\x9f\x98\x82\xf0\x9f\x98\xadGuy gets pulled over by the police and the car\xe2\x80\x99s control center starts snitchin\xe2\x80\x99. The cars can drive themselves and have full beds so the drivers are in the back ahem \xf0\x9f\x98\xad'
2020-05-01 21:54:57,Alann_Asrael,b'Hoy se estrenan 3 grandes series\n\n1.- #Hollywood (Netflix)\n2.- #UploadTV\xc2\xa0 (Prime Video) \n3.- #Trying (Apple Tv) https://t.co/TBPuwpmGhB'
2020-05-01 21:50:29,DpFinn9,b'Dylan has a potty mouth but it\xe2\x80\x99s great \xf0\x9f\x98\x82\xf0\x9f\x98\x82 @UploadOnPrime #UploadOnPrime #UploadTV'
2020-05-01 21:47:25,babymomo79,b'Woke up this morning and spent the next 6 hours on the couch binging @UploadOnPrime. Well done @RobbieAmell! Hoping for a Season 2 to find out what happens to Nathan now that his Gigs ran out. #UploadTV #UploadOnPrime'
2020-05-01 21:46:36,bobmahoney866,b'I really loved #UploadTV @RobbieAmell @andyallo'
2020-05-01 21:46:00,ZLeeily,b'Only on episode 1 but Why would they queer code the hell out of Nora then make her straight? #UploadTV'
2020-05-01 21:44:24,HankColeman,b'@PrimeVideo @ConanOBrien I\xe2\x80\x99ve surprisingly enjoyed binge watching Upload on Amazon! Quirky but cool show. Interesting premise. #UploadTV'
2020-05-01 21:42:37,Its_Zion,b'If you know what #UploadTV is then dm me I need more info.'
2020-05-01 21:42:17,AshleyDvorkin,"b'A new month brings more content to the streaming services, we check out some new movies, series, and returning shows added this May #HollywoodNetflix #UploadTV #SolarOpposites and more: https://t.co/vbFcYnMUNY'"
2020-05-01 21:41:55,oheyzaz,"b'""I consent to this""\n#UploadOnPrime\n#UploadTV\n#Upload https://t.co/pajZKBmaxM'"
2020-05-01 21:41:32,PyraBlueArts,b'Just got done watching #UploadTV on Prime Video. Enjoyed every second of it and look forward to seeing more.'
2020-05-01 21:40:53,oheyzaz,"b'#UploadOnPrime is the answer to ""What if we expanded the #SanJunipero""\n\n#UploadTV\n#Upload'"
2020-05-01 21:39:07,zhkmk,b'#UploadTV\xc2\xa0 now on @officialYAIZOO  \n https://t.co/redUQH5WrA'
2020-05-01 21:37:02,akaSydney67,"b'I used to go hiking at #Mohonk, so gorgeous! I recognized it right away #UploadTV'"
2020-05-01 21:36:45,LogicofStyles,b'@kevinbigley is a treasure on #UploadTV he has grown as an actor since I first saw him on Sirens.'
2020-05-01 21:36:43,MikeBaaden,b'Slide to delete? Oh shit! #UploadTV'
2020-05-01 21:35:53,IHeartChadMM87,b'I am watch his other episode \xe2\x80\x9cFive Stars \xe2\xad\x90\xef\xb8\x8f\xe2\x80\x9d on #UploadTV'
2020-05-01 21:35:06,DpFinn9,b'Ernie the dog therapist is the best \xf0\x9f\x98\x82 @UploadOnPrime #UploadOnPrime #UploadTV'
2020-05-01 21:34:19,lindsayRaeg,b'Stayed up all night watching it and the ending made absolutely no sense. They never answered the main questions like who killed him and who was the stalker chasing Nora with a knife? #UploadTV'
2020-05-01 21:32:50,deweese99,b'Watched season one of #UploadTV  and now about to rewatch it with my mom this time! I\xe2\x80\x99m also patiently not so patiently waiting for season two!'
2020-05-01 21:32:45,joeyarnold,"b'265 million people may starve to death in 2020 because people Stay at Home. The Lockdown Panic-demic, not pandemic, is murdering millions of people this year because no work, no money, no food, then no living lol. If you stay at home, you are THEN a KILLER.\n #UploadTV'"
2020-05-01 21:30:50,siobhan_shivaun,"b'#UploadTV on Amazon is really, really, really, really good \xe2\x98\x86\xe2\x98\x86\xe2\x98\x86\xe2\x98\x86\xe2\x98\x86 https://t.co/6PGWV8pDr8'"
2020-05-01 21:30:42,iluvpiggysmallz,b'stream #UploadTV'
2020-05-01 21:25:15,FierceFlows_,b'Wondering when Upload was filmed cause every public transportation scene has people with mask on. Could be consequential but you never know. #UploadTV'
2020-05-01 21:25:11,raichuHM03,b'@IMDb @RobbieAmell @PrimeVideo Daddy is everywhere! @RobbieAmell \n\n#UploadTV @UploadOnPrime'
2020-05-01 21:23:57,LezaCantoral,b'Watching #UploadTV \xf0\x9f\x96\xa4\xf0\x9f\xa7\xa0\xf0\x9f\x8d\xbf\nSo good &amp; so weird! \n@kevinbigley killing it! \n@CLASHBooks https://t.co/AIJ5QqGb0m'
2020-05-01 21:23:23,AlayJ,b'This is my new show it is so good!! #UploadTV #UploadOnPrime https://t.co/SOH78KuWVJ'
2020-05-01 21:21:52,akaSydney67,"b""Wait, in this future they can upload a person's entire consciousness but can't heal a punctured lung?  #UploadTV"""
2020-05-01 21:19:10,Just_Enrique,b'@kevinbigley love how physical you are on the show #UploadTV'
2020-05-01 21:18:39,t7ap6a6y,b'This show good af lowkey \xf0\x9f\x98\xad #UploadTV'
2020-05-01 21:18:37,frnkbtch,b'@kevinbigley... Loved you too Stud!\nLoved #UploadTV @RobbieAmell ...'
2020-05-01 21:18:28,Just_Enrique,b'@zainabjohnson love your character on #UploadTV'
2020-05-01 21:16:25,IHeartChadMM87,"b'@RobbieAmell crack me up this funny scene because Nathan says, \xe2\x80\x9cNo! No! Come on. It\xe2\x80\x99s not even real food\xe2\x80\x9d on #UploadTV \xf0\x9f\x98\x82. https://t.co/BtMyendy9z'"
2020-05-01 21:15:53,GangStalkingInc,b'@elitmik ... #TRUMP5G.com+#5G: hey @AlliDoiSOwen+ #WarRoom+; how much food storage you think @elonmusk+ #BoringCompany+ has in his underground \xf0\x9f\x95\xb3\xef\xb8\x8f fridge \xf0\x9f\xa4\x94 @gregreese+; or you think the #MATRiX+ hass him feed \xf0\x9f\x98\x8b\xf0\x9f\x91\x8d everything the #UPLOADTv+  \n#neuralink+\xf0\x9f\xa7\xa0 needs\xf0\x9f\x91\xbd\xf0\x9f\x91\x8d https://t.co/CdrTBDOLtO'
2020-05-01 21:15:51,11thcris,b'@RobbieAmell @andyallo and the entire cast of #UploadTV  are so good in this brilliant series.'
2020-05-01 21:11:03,Just_Enrique,b'@MissLizBowen you are a delight on #UploadTV'
2020-05-01 21:10:59,BufferOnYT,"b'My initial thoughts video about @UploadOnPrime is live!  Go watch it and then the show, it\xe2\x80\x99s really great! #UploadTV #UploadOnPrime https://t.co/H7kdMZpq4e'"
2020-05-01 21:10:14,howdythereme,b'ok so i just finished #UploadTV in a day and a half and i need more!!!'
2020-05-01 21:08:07,RamblingRiter,"b""8 episodes into #UploadTV and I gotta say, it's brilliant. Love this show."""
2020-05-01 21:07:01,zzachammer,b'I only have 2 complaints about #UploadTV 1) Nora said she worked in DUMBO... when it\xe2\x80\x99s clearly Red Hook!! Actually next to one of my glass blowing places 2) There should of been a \xe2\x80\x9cI\xe2\x80\x99m a grower not a shower\xe2\x80\x9d joke during the condom scene \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f Beside those 2 things brilliant!!! \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb'
2020-05-01 21:06:39,PatrickBurgoon,"b""Nathan's gf is an Biotch #UploadTV #ComedyTVMay20 #PrimeVideoMay20 #FridayVibesMay20 #FridayMotivationMay20"""
2020-05-01 21:02:01,Katchin05,b'Oh I hate Lucy. #UploadTV'
2020-05-01 21:01:13,zzachammer,b'#UploadTV Is brilliant!!! https://t.co/rv9nBElMTP'
2020-05-01 21:01:03,KkQu33n,b'I NEED A SEASON TWO NOW!  #UploadTV'
2020-05-01 21:00:41,GoodPieceOfSass,b'This show is SO GOOD! #UploadTV'
2020-05-01 21:00:30,kynikki,"b""I binged #UploadTV today and I love! I'm so sad it's all done already. @RobbieAmell is so delightfully charming and funny. Reminds me of how he was in The Duff. It's totally worth the watch!"""
2020-05-01 20:59:35,CCTabet,"b""Hooked on Amazon's #UploadTV; this is very much a darker, materialistic Good Place that feels like an eerily realistic prediction of how our secular, virtual world is going."""
2020-05-01 20:56:58,aaronepstein,b'Upload is now live... / Photo by @aaronepstein / #gregdaniels #uploadtv #pilotepisode #andyallo #robbieamell #unitstills #unitstillphotographer #setphotography #behindthescenes #behindthescenes #stills #onset\xf0\x9f\x8e\xa5\xf0\x9f\x8e\xac\xe2\x80\xa6 https://t.co/kl7K1w6xPQ'
2020-05-01 20:56:43,RangerSmith22,"b'@PrimeVideo I need you to go ahead and put out season 2 of #UploadTV May have messed up and already watched it all in a 3 hour run. Glad it ended up being as good as it was advertised, worth the wait!'"
2020-05-01 20:54:37,ScreaamYaYa,b'\xe2\x80\x9cGingers don\xe2\x80\x99t have souls\xe2\x80\x9d #UploadTV @UploadOnPrime'
2020-05-01 20:53:53,movinlikebirnie,b'Y\xe2\x80\x99all. @UploadOnPrime is amazing. #UploadTV'
2020-05-01 20:53:10,IHeartChadMM87,b'Lol poor Nathan\xe2\x80\x99s new hair little mess because Nora fixed for his new program from accident at the hospital scene \xf0\x9f\x8f\xa5 on #UploadTV https://t.co/cjpBLBS13F'
2020-05-01 20:52:17,mango_lango,"b""@BrandonSiedlik It's a mix of nose dive and San Junipero #UploadTV"""
2020-05-01 20:51:48,LoveRunandPray,b'Are you a \xe2\x80\x9cPrioritize Occupant\xe2\x80\x9d or \xe2\x80\x9cPrioritize Pedestrian\xe2\x80\x9d type of person? \n#Upload #UploadTV @UploadOnPrime'
2020-05-01 20:51:19,capucine0719,"b'Finished it, loved it, can\xe2\x80\x99t wait for a season 2. And Ingrid have some serious issues but I enjoy watching her. #UploadTV'"
2020-05-01 20:49:11,sheritajanielle,"b""#UploadTV Couldn't wait for the viewing party and started watching now! This show is soo interesting ...#loveit!"""
2020-05-01 20:48:42,siobhan_shivaun,"b'@RobbieAmell Binged it today, loved it!!! Do we start a Save Upload hashtag or is there going to be a season 2?  #UploadTV'"
2020-05-01 20:44:50,chetanrakieten,b'#UploadTV McDonald\xe2\x80\x99s available in afterlife \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94......Wendy\xe2\x80\x99s would like to have a word....#Upload #UploadOnPrime #mcdonalds #wendys @McDonalds @Wendys @PrimeVideo'
2020-05-01 20:39:53,savajava,b'So I finished #UploadTV and now I need more. @RobbieAmell to whom do i need to sacrifice for a Season 2??'
2020-05-01 20:37:34,forestwhiiskers,b'#AlexJones #UploadTV #colesprouseisoverparty #IBelieveJoe #twittervskpop ok i used the popular words do i get famous now please id like get famous id very much like to have fame'
2020-05-01 20:36:42,jakey38,"b'Can I join?, Fran was a absolute treasure of a character. \n\n#UploadTV \n#JusticeForFranBooth https://t.co/XBQdDtYcMS'"
2020-05-01 20:35:40,scofish,"b'The Horizon headquarter definitely looks like the entrance of Bryan Adams ton studio in Vancouver, right? \xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac Am I right? @UploadOnPrime #UploadTV https://t.co/8jp6Kj8quw'"
2020-05-01 20:35:24,puzziboi,b'#UploadTV really had a cliffhanger season finale. I enjoyed it so much. I only wish there were 2 or 3 more episodes. Wow!'
2020-05-01 20:35:00,savajava,"b""NATHAN NOOOOO. I don't want to wait for another season. I need it right now please and thank you #UploadTV New favorite tv show?? I think so."""
2020-05-01 20:33:32,MikeBaaden,b'You sick genius \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82@andyallo \n#UploadTV'
2020-05-01 20:31:54,apparacendi,b'Three episodes into #UploadTV and I already love it! Perfect one to watch during this lockdown. \n#UploadOnPrime'
2020-05-01 20:30:47,ParisTexa_,b'Finished #UploadTV it was great. If you have Amazon prime check it out.'
2020-05-01 20:29:05,ArganierN,"b'Organic Argan Oil made with love in Morocco, bottled in USA, get 15% off with code CASABLANCA \n#Organicskincare #skincare #NaturalBeauty #NaturalSelection #crueltyfree #colesprouseisoverparty #UploadTV #fridaymorning https://t.co/vMa6Zp2wC7'"
2020-05-01 20:29:02,CarvalhoBurgess,b'Pilot episode of #UploadTV is deffo worth a look. https://t.co/WQVVzY8xaW'
2020-05-01 20:28:14,JoWoCo,b'I am really enjoying the satire and deep intrigue of #UploadTV .'
2020-05-01 20:27:10,jakey38,"b""'TECH SUPPORT!!, They forgot to add Season 2 TECH SUPPORT HELP!!'\n\n#UploadTV\n#Upload\n#JusticeForFranBooth"""
2020-05-01 20:26:18,LogicofStyles,b'#UploadTV is not trying to be the #TheGoodPlace. We can enjoy @RobbieAmell without comparisons to other things.'
2020-05-01 20:25:13,IHeartChadMM87,b'I already watch @RobbieAmell\xe2\x80\x99s new show @UploadOnPrime on his first episode \xe2\x80\x9cWelcome to Upload\xe2\x80\x9d on #UploadTV on @PrimeVideo. https://t.co/xIkwcJI3EG'
2020-05-01 20:23:12,TiiffanyO,"b'Ok, Ingrid is already annoying me. \xf0\x9f\x99\x82 #UploadTV'"
2020-05-01 20:18:38,frnkbtch,b'Loved #UploadTV @RobbieAmell ...'
2020-05-01 20:17:39,MikeBaaden,"b""It's a little glitchy #UploadTV"""
2020-05-01 20:17:16,UploadOnPrime,b'How would @JERICHO live his best digital afterlife? Play along with him and experience The Perfect Afterlife on @Twitch now for an #UploadTV watch party and a chance to score exclusive prizes: https://t.co/eQrOm7iJot https://t.co/JAX7svb9OW'
2020-05-01 20:14:20,kolonakin,"b'me, after watching  #UploadTV https://t.co/8q5U7VkbOU'"
2020-05-01 20:12:01,saradietschy,"b'I\'m so excited for this show!! @uploadonprime is about people who can ""upload"" themselves into a virtual afterlife of their choosing. It\'s hilarious and thought-provoking and it\'s OUT NOW! Let me know what you think \xf0\x9f\x98\x81@primevideo #UploadTV #sponsoredbyprimevideo https://t.co/Tunsg6jjkM'"
2020-05-01 20:11:34,YayaFrosts,"b""#UploadTV is either going to be the next big thing or awful. Can't wait to see which one it is."""
2020-05-01 20:11:11,BrandonSiedlik,"b'I\xe2\x80\x99m not finishing #UploadTV it\xe2\x80\x99s almost the exact same thing as the Black Mirror episode with Bryce Dallas Howard, Nosedive. https://t.co/zDCkybOlnK'"
2020-05-01 20:05:15,Kate_Kosmo,"b'I\'ve watch the 1st episode of Upload &amp; I\'m loving it. I sense a twist is coming. Wouldn\'t it be crazy of they really could ""Upload"" you! \xf0\x9f\xa4\xaf Maybe one day. #UploadTV #Upload #AmazonPrime https://t.co/0BVYAADbmB'"
